cohort_month,modeled_redemption_points,development_month
2003-06,392.11,20
2003-07,354.62,20
2003-08,363.17,20
2003-09,351.06,20
2003-10,334.38,20
2003-11,371.49,20
2003-12,313.38,20
2004-01,364.86,20
2004-02,318.47,20
2004-03,328.52,20
2004-04,490.97,20
2004-05,382.34,20
2004-06,341.05,20
2004-07,705.26,20
2004-08,408.29,20
2004-09,337.98,20
2004-10,339.6,20
2004-11,413.27,20
2004-12,543.38,20
2005-01,549.93,20
2005-02,393.88,20
2005-03,551.27,20
2005-04,307.13,20
2005-05,467.9,20
2005-06,386.98,20
2005-07,422.05,20
2005-08,491.74,20
2005-09,395.52,20
2005-10,407.52,20
2005-11,343.24,20
2005-12,350.9,20
2006-01,383.14,20
2006-02,316.86,20
2006-03,419.6,20
2006-04,406.68,20
2006-05,271.44,20
2006-06,325.72,20
2006-07,505.85,20
2006-08,352.4,20
2006-09,328.13,20
2006-10,495.15,20
2006-11,541.34,20
2006-12,408.86,20
2007-01,372.48,20
2007-02,396.6,20
2007-03,367.31,20
2007-04,389.58,20
2007-05,388.32,20
2007-06,352.05,20
2007-07,466.82,20
2007-08,320.93,20
2007-09,354.7,20
2007-10,405.49,20
2007-11,353.01,20
2007-12,428.34,20
2008-01,597.69,20
2008-02,370.95,20
2008-03,522.18,20
2008-04,297.74,20
2008-05,381.95,20
2008-06,325.18,20
2008-07,384.64,20
2008-08,366.74,20
2008-09,389.24,20
2008-10,450.95,20
2008-11,340.63,20
2008-12,427.19,20
2009-01,449.0,20
2009-02,324.99,20
2009-03,580.52,20
2009-04,256.68,20
2009-05,327.52,20
2009-06,332.27,20
2009-07,348.45,20
2009-08,385.94,20
2009-09,355.85,20
2009-10,464.06,20
2009-11,431.29,20
2009-12,440.1,20
2010-01,348.41,20
2010-02,226.59,20
2010-03,343.43,20
2010-04,370.91,20
2010-05,376.93,20
2010-06,457.62,20
2010-07,355.54,20
2010-08,321.96,20
2010-09,332.62,20
2010-10,498.03,20
2010-11,322.88,20
2010-12,407.68,20
2011-01,390.54,20
2011-02,266.95,20
2011-03,426.38,20
2011-04,338.06,20
2011-05,284.82,20
2011-06,454.4,20
2011-07,318.05,20
2011-08,444.97,20
2011-09,529.65,20
2011-10,275.0,20
2011-11,355.77,20
2011-12,499.56,20
2012-01,594.82,20
2012-02,358.68,20
2012-03,592.6,20
2012-04,406.06,20
2012-05,469.24,20
2012-06,335.0,20
2012-07,497.87,20
2012-08,484.57,20
2012-09,424.96,20
2012-10,326.18,20
2012-11,445.59,20
2012-12,579.64,20
2013-01,310.73,20
2013-02,286.66,20
2013-03,458.77,20
2013-04,327.94,20
2013-05,538.28,20
2013-06,454.52,20
2013-07,612.38,20
2013-08,562.92,20
2013-09,602.75,20
2013-10,360.45,20
2013-11,461.92,20
2013-12,360.26,20
2014-01,417.87,20
2014-02,282.48,20
2014-03,373.71,20
2014-04,440.07,20
2014-05,382.95,20
2014-06,378.31,20
2014-07,550.12,20
2014-08,313.87,20
2014-09,382.45,20
2014-10,476.9,20
2014-11,435.54,20
2014-12,420.48,20
2015-01,466.25,20
2015-02,378.85,20
2015-03,469.81,20
2015-04,392.92,20
2015-05,347.84,20
2015-06,487.98,20
2015-07,396.9,20
2015-08,295.7,20
2015-09,483.23,20
2015-10,369.57,20
2015-11,422.55,20
2015-12,405.41,20
2016-01,439.88,20
2016-02,392.8,20
2016-03,439.8,20
2016-04,350.29,20
2016-05,328.13,20
2016-06,331.66,20
2016-07,330.24,20
2016-08,384.75,20
2016-09,395.48,20
2016-10,364.97,20
2016-11,391.23,20
2016-12,366.2,20
2017-01,634.49,20
2017-02,385.71,20
2017-03,415.53,20
2017-04,270.86,20
2017-05,362.06,20
2017-06,416.57,20
2017-07,445.47,20
2017-08,358.46,20
2017-09,286.31,20
2017-10,388.78,20
2017-11,447.73,20
2017-12,533.18,20
2018-01,329.82,20
2018-02,404.88,20
2018-03,423.35,20
2018-04,339.94,20
2018-05,319.32,20
2018-06,370.53,20
2002-09,362.33,21
2002-10,412.43,21
2002-11,372.6,21
2002-12,364.55,21
2003-01,527.08,21
2003-02,267.76,21
2003-03,675.59,21
2003-04,385.82,21
2003-05,397.06,21
2003-06,392.11,21
2003-07,354.62,21
2003-08,363.17,21
2003-09,351.06,21
2003-10,334.38,21
2003-11,371.49,21
2003-12,313.38,21
2004-01,364.86,21
2004-02,318.47,21
2004-03,328.52,21
2004-04,490.97,21
2004-05,382.34,21
2004-06,341.05,21
2004-07,705.26,21
2004-08,408.29,21
2004-09,337.98,21
2004-10,339.6,21
2004-11,413.27,21
2004-12,543.38,21
2005-01,549.93,21
2005-02,393.88,21
2005-03,551.27,21
2005-04,307.13,21
2005-05,467.9,21
2005-06,386.98,21
2005-07,422.05,21
2005-08,491.74,21
2005-09,395.52,21
2005-10,407.52,21
2005-11,343.24,21
2005-12,350.9,21
2006-01,383.14,21
2006-02,316.86,21
2006-03,419.6,21
2006-04,406.68,21
2006-05,271.44,21
2006-06,325.72,21
2006-07,505.85,21
2006-08,352.4,21
2006-09,328.13,21
2006-10,495.15,21
2006-11,541.34,21
2006-12,408.86,21
2007-01,372.48,21
2007-02,396.6,21
2007-03,367.31,21
2007-04,389.58,21
2007-05,388.32,21
2007-06,352.05,21
2007-07,466.82,21
2007-08,320.93,21
2007-09,354.7,21
2007-10,405.49,21
2007-11,353.01,21
2007-12,428.34,21
2008-01,597.69,21
2008-02,370.95,21
2008-03,522.18,21
2008-04,297.74,21
2008-05,381.95,21
2008-06,325.18,21
2008-07,384.64,21
2008-08,366.74,21
2008-09,389.24,21
2008-10,450.95,21
2008-11,340.63,21
2008-12,427.19,21
2009-01,449.0,21
2009-02,324.99,21
2009-03,580.52,21
2009-04,256.68,21
2009-05,327.52,21
2009-06,332.27,21
2009-07,348.45,21
2009-08,385.94,21
2009-09,355.85,21
2009-10,464.06,21
2009-11,431.29,21
2009-12,440.1,21
2010-01,348.41,21
2010-02,226.59,21
2010-03,343.43,21
2010-04,370.91,21
2010-05,376.93,21
2010-06,457.62,21
2010-07,355.54,21
2010-08,321.96,21
2010-09,332.62,21
2010-10,498.03,21
2010-11,322.88,21
2010-12,407.68,21
2011-01,390.54,21
2011-02,266.95,21
2011-03,426.38,21
2011-04,338.06,21
2011-05,284.82,21
2011-06,454.4,21
2011-07,318.05,21
2011-08,444.97,21
2011-09,529.65,21
2011-10,275.0,21
2011-11,355.77,21
2011-12,499.56,21
2012-01,594.82,21
2012-02,358.68,21
2012-03,592.6,21
2012-04,406.06,21
2012-05,469.24,21
2012-06,335.0,21
2012-07,497.87,21
2012-08,484.57,21
2012-09,424.96,21
2012-10,326.18,21
2012-11,445.59,21
2012-12,579.64,21
2013-01,310.73,21
2013-02,286.66,21
2013-03,458.77,21
2013-04,327.94,21
2013-05,538.28,21
2013-06,454.52,21
2013-07,612.38,21
2013-08,562.92,21
2013-09,602.75,21
2013-10,360.45,21
2013-11,461.92,21
2013-12,360.26,21
2014-01,417.87,21
2014-02,282.48,21
2014-03,373.71,21
2014-04,440.07,21
2014-05,382.95,21
2014-06,378.31,21
2014-07,550.12,21
2014-08,313.87,21
2014-09,382.45,21
2014-10,476.9,21
2014-11,435.54,21
2014-12,420.48,21
2015-01,466.25,21
2015-02,378.85,21
2015-03,469.81,21
2015-04,392.92,21
2015-05,347.84,21
2015-06,487.98,21
2015-07,396.9,21
2015-08,295.7,21
2015-09,483.23,21
2015-10,369.57,21
2015-11,422.55,21
2015-12,405.41,21
2016-01,439.88,21
2016-02,392.8,21
2016-03,439.8,21
2016-04,350.29,21
2016-05,328.13,21
2016-06,331.66,21
2016-07,330.24,21
2016-08,384.75,21
2016-09,395.48,21
2016-10,364.97,21
2016-11,391.23,21
2016-12,366.2,21
2017-01,634.49,21
2017-02,385.71,21
2017-03,415.53,21
2017-04,270.86,21
2017-05,362.06,21
2017-06,416.57,21
2017-07,445.47,21
2017-08,358.46,21
2017-09,286.31,21
2017-10,388.78,21
2017-11,447.73,21
2017-12,533.18,21
2018-01,329.82,21
2018-02,404.88,21
2018-03,423.35,21
2018-04,339.94,21
2018-05,319.32,21
2002-09,362.33,22
2002-10,412.43,22
2002-11,372.6,22
2002-12,364.55,22
2003-01,527.08,22
2003-02,267.76,22
2003-03,675.59,22
2003-04,385.82,22
2003-05,397.06,22
2003-06,392.11,22
2003-07,354.62,22
2003-08,363.17,22
2003-09,351.06,22
2003-10,334.38,22
2003-11,371.49,22
2003-12,313.38,22
2004-01,364.86,22
2004-02,318.47,22
2004-03,328.52,22
2004-04,490.97,22
2004-05,382.34,22
2004-06,341.05,22
2004-07,705.26,22
2004-08,408.29,22
2004-09,337.98,22
2004-10,339.6,22
2004-11,413.27,22
2004-12,543.38,22
2005-01,549.93,22
2005-02,393.88,22
2005-03,551.27,22
2005-04,307.13,22
2005-05,467.9,22
2005-06,386.98,22
2005-07,422.05,22
2005-08,491.74,22
2005-09,395.52,22
2005-10,407.52,22
2005-11,343.24,22
2005-12,350.9,22
2006-01,383.14,22
2006-02,316.86,22
2006-03,419.6,22
2006-04,406.68,22
2006-05,271.44,22
2006-06,325.72,22
2006-07,505.85,22
2006-08,352.4,22
2006-09,328.13,22
2006-10,495.15,22
2006-11,541.34,22
2006-12,408.86,22
2007-01,372.48,22
2007-02,396.6,22
2007-03,367.31,22
2007-04,389.58,22
2007-05,388.32,22
2007-06,352.05,22
2007-07,466.82,22
2007-08,320.93,22
2007-09,354.7,22
2007-10,405.49,22
2007-11,353.01,22
2007-12,428.34,22
2008-01,597.69,22
2008-02,370.95,22
2008-03,522.18,22
2008-04,297.74,22
2008-05,381.95,22
2008-06,325.18,22
2008-07,384.64,22
2008-08,366.74,22
2008-09,389.24,22
2008-10,450.95,22
2008-11,340.63,22
2008-12,427.19,22
2009-01,449.0,22
2009-02,324.99,22
2009-03,580.52,22
2009-04,256.68,22
2009-05,327.52,22
2009-06,332.27,22
2009-07,348.45,22
2009-08,385.94,22
2009-09,355.85,22
2009-10,464.06,22
2009-11,431.29,22
2009-12,440.1,22
2010-01,348.41,22
2010-02,226.59,22
2010-03,343.43,22
2010-04,370.91,22
2010-05,376.93,22
2010-06,457.62,22
2010-07,355.54,22
2010-08,321.96,22
2010-09,332.62,22
2010-10,498.03,22
2010-11,322.88,22
2010-12,407.68,22
2011-01,390.54,22
2011-02,266.95,22
2011-03,426.38,22
2011-04,338.06,22
2011-05,284.82,22
2011-06,454.4,22
2011-07,318.05,22
2011-08,444.97,22
2011-09,529.65,22
2011-10,275.0,22
2011-11,355.77,22
2011-12,499.56,22
2012-01,594.82,22
2012-02,358.68,22
2012-03,592.6,22
2012-04,406.06,22
2012-05,469.24,22
2012-06,335.0,22
2012-07,497.87,22
2012-08,484.57,22
2012-09,424.96,22
2012-10,326.18,22
2012-11,445.59,22
2012-12,579.64,22
2013-01,310.73,22
2013-02,286.66,22
2013-03,458.77,22
2013-04,327.94,22
2013-05,538.28,22
2013-06,454.52,22
2013-07,612.38,22
2013-08,562.92,22
2013-09,602.75,22
2013-10,360.45,22
2013-11,461.92,22
2013-12,360.26,22
2014-01,417.87,22
2014-02,282.48,22
2014-03,373.71,22
2014-04,440.07,22
2014-05,382.95,22
2014-06,378.31,22
2014-07,550.12,22
2014-08,313.87,22
2014-09,382.45,22
2014-10,476.9,22
2014-11,435.54,22
2014-12,420.48,22
2015-01,466.25,22
2015-02,378.85,22
2015-03,469.81,22
2015-04,392.92,22
2015-05,347.84,22
2015-06,487.98,22
2015-07,396.9,22
2015-08,295.7,22
2015-09,483.23,22
2015-10,369.57,22
2015-11,422.55,22
2015-12,405.41,22
2016-01,439.88,22
2016-02,392.8,22
2016-03,439.8,22
2016-04,350.29,22
2016-05,328.13,22
2016-06,331.66,22
2016-07,330.24,22
2016-08,384.75,22
2016-09,395.48,22
2016-10,364.97,22
2016-11,391.23,22
2016-12,366.2,22
2017-01,634.49,22
2017-02,385.71,22
2017-03,415.53,22
2017-04,270.86,22
2017-05,362.06,22
2017-06,416.57,22
2017-07,445.47,22
2017-08,358.46,22
2017-09,286.31,22
2017-10,388.78,22
2017-11,447.73,22
2017-12,533.18,22
2018-01,329.82,22
2018-02,404.88,22
2018-03,423.35,22
2018-04,339.94,22
2002-09,362.33,23
2002-10,412.43,23
2002-11,372.6,23
2002-12,364.55,23
2003-01,527.08,23
2003-02,267.76,23
2003-03,675.59,23
2003-04,385.82,23
2003-05,397.06,23
2003-06,392.11,23
2003-07,354.62,23
2003-08,363.17,23
2003-09,351.06,23
2003-10,334.38,23
2003-11,371.49,23
2003-12,313.38,23
2004-01,364.86,23
2004-02,318.47,23
2004-03,328.52,23
2004-04,490.97,23
2004-05,382.34,23
2004-06,341.05,23
2004-07,705.26,23
2004-08,408.29,23
2004-09,337.98,23
2004-10,339.6,23
2004-11,413.27,23
2004-12,543.38,23
2005-01,549.93,23
2005-02,393.88,23
2005-03,551.27,23
2005-04,307.13,23
2005-05,467.9,23
2005-06,386.98,23
2005-07,422.05,23
2005-08,491.74,23
2005-09,395.52,23
2005-10,407.52,23
2005-11,343.24,23
2005-12,350.9,23
2006-01,383.14,23
2006-02,316.86,23
2006-03,419.6,23
2006-04,406.68,23
2006-05,271.44,23
2006-06,325.72,23
2006-07,505.85,23
2006-08,352.4,23
2006-09,328.13,23
2006-10,495.15,23
2006-11,541.34,23
2006-12,408.86,23
2007-01,372.48,23
2007-02,396.6,23
2007-03,367.31,23
2007-04,389.58,23
2007-05,388.32,23
2007-06,352.05,23
2007-07,466.82,23
2007-08,320.93,23
2007-09,354.7,23
2007-10,405.49,23
2007-11,353.01,23
2007-12,428.34,23
2008-01,597.69,23
2008-02,370.95,23
2008-03,522.18,23
2008-04,297.74,23
2008-05,381.95,23
2008-06,325.18,23
2008-07,384.64,23
2008-08,366.74,23
2008-09,389.24,23
2008-10,450.95,23
2008-11,340.63,23
2008-12,427.19,23
2009-01,449.0,23
2009-02,324.99,23
2009-03,580.52,23
2009-04,256.68,23
2009-05,327.52,23
2009-06,332.27,23
2009-07,348.45,23
2009-08,385.94,23
2009-09,355.85,23
2009-10,464.06,23
2009-11,431.29,23
2009-12,440.1,23
2010-01,348.41,23
2010-02,226.59,23
2010-03,343.43,23
2010-04,370.91,23
2010-05,376.93,23
2010-06,457.62,23
2010-07,355.54,23
2010-08,321.96,23
2010-09,332.62,23
2010-10,498.03,23
2010-11,322.88,23
2010-12,407.68,23
2011-01,390.54,23
2011-02,266.95,23
2011-03,426.38,23
2011-04,338.06,23
2011-05,284.82,23
2011-06,454.4,23
2011-07,318.05,23
2011-08,444.97,23
2011-09,529.65,23
2011-10,275.0,23
2011-11,355.77,23
2011-12,499.56,23
2012-01,594.82,23
2012-02,358.68,23
2012-03,592.6,23
2012-04,406.06,23
2012-05,469.24,23
2012-06,335.0,23
2012-07,497.87,23
2012-08,484.57,23
2012-09,424.96,23
2012-10,326.18,23
2012-11,445.59,23
2012-12,579.64,23
2013-01,310.73,23
2013-02,286.66,23
2013-03,458.77,23
2013-04,327.94,23
2013-05,538.28,23
2013-06,454.52,23
2013-07,612.38,23
2013-08,562.92,23
2013-09,602.75,23
2013-10,360.45,23
2013-11,461.92,23
2013-12,360.26,23
2014-01,417.87,23
2014-02,282.48,23
2014-03,373.71,23
2014-04,440.07,23
2014-05,382.95,23
2014-06,378.31,23
2014-07,550.12,23
2014-08,313.87,23
2014-09,382.45,23
2014-10,476.9,23
2014-11,435.54,23
2014-12,420.48,23
2015-01,466.25,23
2015-02,378.85,23
2015-03,469.81,23
2015-04,392.92,23
2015-05,347.84,23
2015-06,487.98,23
2015-07,396.9,23
2015-08,295.7,23
2015-09,483.23,23
2015-10,369.57,23
2015-11,422.55,23
2015-12,405.41,23
2016-01,439.88,23
2016-02,392.8,23
2016-03,439.8,23
2016-04,350.29,23
2016-05,328.13,23
2016-06,331.66,23
2016-07,330.24,23
2016-08,384.75,23
2016-09,395.48,23
2016-10,364.97,23
2016-11,391.23,23
2016-12,366.2,23
2017-01,634.49,23
2017-02,385.71,23
2017-03,415.53,23
2017-04,270.86,23
2017-05,362.06,23
2017-06,416.57,23
2017-07,445.47,23
2017-08,358.46,23
2017-09,286.31,23
2017-10,388.78,23
2017-11,447.73,23
2017-12,533.18,23
2018-01,329.82,23
2018-02,404.88,23
2018-03,423.35,23
2002-09,362.33,24
2002-10,412.43,24
2002-11,372.6,24
2002-12,364.55,24
2003-01,527.08,24
2003-02,267.76,24
2003-03,675.59,24
2003-04,385.82,24
2003-05,397.06,24
2003-06,392.11,24
2003-07,354.62,24
2003-08,363.17,24
2003-09,351.06,24
2003-10,334.38,24
2003-11,371.49,24
2003-12,313.38,24
2004-01,364.86,24
2004-02,318.47,24
2004-03,328.52,24
2004-04,490.97,24
2004-05,382.34,24
2004-06,341.05,24
2004-07,705.26,24
2004-08,408.29,24
2004-09,337.98,24
2004-10,339.6,24
2004-11,413.27,24
2004-12,543.38,24
2005-01,549.93,24
2005-02,393.88,24
2005-03,551.27,24
2005-04,307.13,24
2005-05,467.9,24
2005-06,386.98,24
2005-07,422.05,24
2005-08,491.74,24
2005-09,395.52,24
2005-10,407.52,24
2005-11,343.24,24
2005-12,350.9,24
2006-01,383.14,24
2006-02,316.86,24
2006-03,419.6,24
2006-04,406.68,24
2006-05,271.44,24
2006-06,325.72,24
2006-07,505.85,24
2006-08,352.4,24
2006-09,328.13,24
2006-10,495.15,24
2006-11,541.34,24
2006-12,408.86,24
2007-01,372.48,24
2007-02,396.6,24
2007-03,367.31,24
2007-04,389.58,24
2007-05,388.32,24
2007-06,352.05,24
2007-07,466.82,24
2007-08,320.93,24
2007-09,354.7,24
2007-10,405.49,24
2007-11,353.01,24
2007-12,428.34,24
2008-01,597.69,24
2008-02,370.95,24
2008-03,522.18,24
2008-04,297.74,24
2008-05,381.95,24
2008-06,325.18,24
2008-07,384.64,24
2008-08,366.74,24
2008-09,389.24,24
2008-10,450.95,24
2008-11,340.63,24
2008-12,427.19,24
2009-01,449.0,24
2009-02,324.99,24
2009-03,580.52,24
2009-04,256.68,24
2009-05,327.52,24
2009-06,332.27,24
2009-07,348.45,24
2009-08,385.94,24
2009-09,355.85,24
2009-10,464.06,24
2009-11,431.29,24
2009-12,440.1,24
2010-01,348.41,24
2010-02,226.59,24
2010-03,343.43,24
2010-04,370.91,24
2010-05,376.93,24
2010-06,457.62,24
2010-07,355.54,24
2010-08,321.96,24
2010-09,332.62,24
2010-10,498.03,24
2010-11,322.88,24
2010-12,407.68,24
2011-01,390.54,24
2011-02,266.95,24
2011-03,426.38,24
2011-04,338.06,24
2011-05,284.82,24
2011-06,454.4,24
2011-07,318.05,24
2011-08,444.97,24
2011-09,529.65,24
2011-10,275.0,24
2011-11,355.77,24
2011-12,499.56,24
2012-01,594.82,24
2012-02,358.68,24
2012-03,592.6,24
2012-04,406.06,24
2012-05,469.24,24
2012-06,335.0,24
2012-07,497.87,24
2012-08,484.57,24
2012-09,424.96,24
2012-10,326.18,24
2012-11,445.59,24
2012-12,579.64,24
2013-01,310.73,24
2013-02,286.66,24
2013-03,458.77,24
2013-04,327.94,24
2013-05,538.28,24
2013-06,454.52,24
2013-07,612.38,24
2013-08,562.92,24
2013-09,602.75,24
2013-10,360.45,24
2013-11,461.92,24
2013-12,360.26,24
2014-01,417.87,24
2014-02,282.48,24
2014-03,373.71,24
2014-04,440.07,24
2014-05,382.95,24
2014-06,378.31,24
2014-07,550.12,24
2014-08,313.87,24
2014-09,382.45,24
2014-10,476.9,24
2014-11,435.54,24
2014-12,420.48,24
2015-01,466.25,24
2015-02,378.85,24
2015-03,469.81,24
2015-04,392.92,24
2015-05,347.84,24
2015-06,487.98,24
2015-07,396.9,24
2015-08,295.7,24
2015-09,483.23,24
2015-10,369.57,24
2015-11,422.55,24
2015-12,405.41,24
2016-01,439.88,24
2016-02,392.8,24
2016-03,439.8,24
2016-04,350.29,24
2016-05,328.13,24
2016-06,331.66,24
2016-07,330.24,24
2016-08,384.75,24
2016-09,395.48,24
2016-10,364.97,24
2016-11,391.23,24
2016-12,366.2,24
2017-01,634.49,24
2017-02,385.71,24
2017-03,415.53,24
2017-04,270.86,24
2017-05,362.06,24
2017-06,416.57,24
2017-07,445.47,24
2017-08,358.46,24
2017-09,286.31,24
2017-10,388.78,24
2017-11,447.73,24
2017-12,533.18,24
2018-01,329.82,24
2018-02,404.88,24
